DATETIME,TEMP_AIR,UMIDADE_REL,KW,KW2
2019-09-19 14:00:00,31.7,25.0,787.92,78.792
2019-09-19 15:00:00,31.2,28.0,789.6,78.96
2019-09-19 16:00:00,30.0,28.0,762.72,76.27199999999998
2019-09-19 17:00:00,22.7,71.0,727.44,72.744
2019-09-19 18:00:00,19.5,84.0,750.96,75.096
2019-09-19 19:00:00,19.6,83.0,750.96,75.096
2019-09-19 20:00:00,19.7,80.0,720.72,72.072
2019-09-19 21:00:00,20.0,78.0,720.72,72.072
2019-09-19 22:00:00,20.1,78.0,719.04,71.904
2019-09-19 23:00:00,20.1,81.0,695.52,69.55199999999999
2019-09-20 00:00:00,19.8,79.0,693.84,69.384
2019-09-20 01:00:00,19.6,78.0,680.4,68.04
2019-09-20 02:00:00,19.8,79.0,690.48,69.048
2019-09-20 03:00:00,20.4,75.0,690.48,69.048
2019-09-20 04:00:00,20.4,75.0,690.48,69.048
2019-09-20 05:00:00,20.6,75.0,670.32,67.032
2019-09-20 06:00:00,20.7,76.0,651.84,65.184
2019-09-20 07:00:00,19.8,79.0,643.44,64.344
2019-09-20 08:00:00,20.4,77.0,666.96,66.696
2019-09-20 09:00:00,22.4,69.0,653.52,65.352
2019-09-20 10:00:00,23.8,60.0,658.56,65.85600000000001
2019-09-20 11:00:00,25.3,54.0,631.68,63.168
2019-09-20 12:00:00,26.7,54.0,638.4,63.84
2019-09-20 13:00:00,27.3,50.0,677.04,67.704
2019-09-20 14:00:00,26.5,55.0,745.92,74.592
2019-09-20 15:00:00,25.7,55.0,737.52,73.752
2019-09-20 16:00:00,25.4,49.0,745.92,74.592
2019-09-20 17:00:00,23.9,54.0,740.88,74.08800000000002
2019-09-20 18:00:00,23.1,58.0,764.4,76.44
2019-09-20 19:00:00,23.0,59.0,771.12,77.112
2019-09-20 20:00:00,23.0,60.0,754.32,75.432
2019-09-20 21:00:00,20.2,82.0,725.76,72.57600000000002
2019-09-20 22:00:00,19.6,85.0,630.0,63.0
2019-09-20 23:00:00,17.9,86.0,608.16,60.816
2019-09-21 00:00:00,17.2,85.0,604.8,60.48
2019-09-21 01:00:00,16.9,84.0,586.32,58.632
2019-09-21 02:00:00,16.3,85.0,588.0,58.8
2019-09-21 03:00:00,16.1,85.0,589.68,58.968
2019-09-21 04:00:00,16.5,82.0,581.28,58.128
2019-09-21 05:00:00,16.3,86.0,576.24,57.624
2019-09-21 06:00:00,16.3,85.0,572.88,57.288
2019-09-21 07:00:00,16.7,84.0,601.44,60.144
2019-09-21 08:00:00,16.2,85.0,604.8,60.48
2019-09-21 09:00:00,16.5,85.0,588.0,58.8
2019-09-21 10:00:00,17.3,82.0,589.68,58.968
2019-09-21 11:00:00,17.6,80.0,611.52,61.152
2019-09-21 12:00:00,17.2,81.0,609.84,60.984
2019-09-21 13:00:00,17.4,81.0,665.28,66.528
2019-09-21 14:00:00,18.3,76.0,680.4,68.04
2019-09-21 15:00:00,18.1,75.0,653.52,65.352
2019-09-21 16:00:00,18.3,75.0,651.84,65.184
2019-09-21 17:00:00,17.5,77.0,460.32,46.032
2019-09-21 18:00:00,17.1,80.0,482.16,48.216
2019-09-21 19:00:00,16.9,79.0,487.2,48.72
2019-09-21 20:00:00,16.6,81.0,472.08,47.208
2019-09-21 21:00:00,16.7,80.0,467.04,46.70399999999999
2019-09-21 22:00:00,16.6,81.0,589.68,58.968
2019-09-21 23:00:00,16.7,81.0,604.8,60.48
2019-09-22 00:00:00,16.8,81.0,591.36,59.136
2019-09-22 01:00:00,16.7,82.0,582.96,58.29600000000001
2019-09-22 02:00:00,16.7,82.0,566.16,56.61600000000001
2019-09-22 03:00:00,16.8,82.0,557.76,55.776
2019-09-22 04:00:00,16.5,84.0,556.08,55.608
2019-09-22 05:00:00,16.8,83.0,524.16,52.416
2019-09-22 06:00:00,16.5,86.0,522.48,52.24800000000001
2019-09-22 07:00:00,16.4,88.0,515.76,51.576
2019-09-22 08:00:00,17.1,83.0,517.44,51.744
2019-09-22 09:00:00,16.9,83.0,554.4,55.44
2019-09-22 10:00:00,16.5,86.0,559.44,55.944
2019-09-22 11:00:00,17.2,81.0,564.48,56.448
2019-09-22 12:00:00,17.8,77.0,579.6,57.96
2019-09-22 13:00:00,17.6,77.0,456.96,45.69600000000001
2019-09-22 14:00:00,17.5,77.0,443.52,44.352
2019-09-22 15:00:00,17.1,78.0,445.2,44.52
2019-09-22 16:00:00,16.8,76.0,451.92,45.192
2019-09-22 17:00:00,15.8,82.0,446.88,44.688
2019-09-22 18:00:00,15.5,80.0,455.28,45.528
2019-09-22 19:00:00,14.7,81.0,468.72,46.872
2019-09-22 20:00:00,14.2,82.0,460.32,46.032
2019-09-22 21:00:00,14.1,80.0,455.28,45.528
2019-09-22 22:00:00,13.4,80.0,451.92,45.192
2019-09-22 23:00:00,13.1,83.0,440.16,44.01600000000001
2019-09-23 00:00:00,13.1,79.0,453.6,45.36
2019-09-23 01:00:00,13.0,76.0,445.2,44.52
2019-09-23 02:00:00,13.0,78.0,450.24,45.024
2019-09-23 03:00:00,12.9,74.0,450.24,45.024
2019-09-23 04:00:00,12.9,73.0,462.0,46.2
2019-09-23 05:00:00,12.6,71.0,448.56,44.856
2019-09-23 06:00:00,12.6,74.0,451.92,45.192
2019-09-23 07:00:00,13.2,74.0,450.24,45.024
2019-09-23 08:00:00,13.6,75.0,451.92,45.192
2019-09-23 09:00:00,14.0,69.0,8.4,0.84
2019-09-23 10:00:00,14.7,71.0,408.24,40.824
2019-09-23 11:00:00,15.7,65.0,401.52,40.152
2019-09-23 12:00:00,14.3,72.0,421.68,42.168
2019-09-23 13:00:00,14.8,69.0,411.6,41.16
2019-09-23 14:00:00,15.7,62.0,389.76,38.976
2019-09-23 15:00:00,15.9,60.0,381.36,38.136
2019-09-23 16:00:00,15.9,58.0,451.92,45.192
2019-09-23 17:00:00,15.0,65.0,462.0,46.2
2019-09-23 18:00:00,14.4,67.0,495.6,49.56
2019-09-23 19:00:00,14.3,70.0,492.24,49.224
2019-09-23 20:00:00,14.3,67.0,483.84,48.38399999999999
2019-09-23 21:00:00,13.9,70.0,472.08,47.208
2019-09-23 22:00:00,13.7,74.0,473.76,47.37600000000001
2019-09-23 23:00:00,13.6,75.0,460.32,46.032
2019-09-24 00:00:00,13.6,76.0,458.64,45.864
2019-09-24 01:00:00,13.2,76.0,445.2,44.52
2019-09-24 02:00:00,13.2,77.0,443.52,44.352
2019-09-24 03:00:00,13.1,77.0,446.88,44.688
2019-09-24 04:00:00,13.1,76.0,455.28,45.528
2019-09-24 05:00:00,13.0,77.0,453.6,45.36
2019-09-24 06:00:00,12.9,79.0,443.52,44.352
2019-09-24 07:00:00,13.3,78.0,431.76,43.176
2019-09-24 08:00:00,14.3,74.0,451.92,45.192
2019-09-24 09:00:00,15.1,72.0,465.36,46.536
2019-09-24 10:00:00,15.6,69.0,467.04,46.70399999999999
2019-09-24 11:00:00,17.9,63.0,490.56,49.056
2019-09-24 12:00:00,20.4,57.0,478.8,47.88
2019-09-24 13:00:00,21.2,52.0,468.72,46.872
2019-09-24 14:00:00,22.3,49.0,485.52,48.552
2019-09-24 15:00:00,22.4,54.0,475.44,47.544
2019-09-24 16:00:00,21.3,57.0,467.04,46.70399999999999
2019-09-24 17:00:00,19.4,65.0,492.24,49.224
2019-09-24 18:00:00,17.7,73.0,490.56,49.056
2019-09-24 19:00:00,17.0,79.0,480.48,48.048
2019-09-24 20:00:00,16.0,79.0,485.52,48.552
2019-09-24 21:00:00,15.8,81.0,467.04,46.70399999999999
2019-09-24 22:00:00,16.0,80.0,470.4,47.04
2019-09-24 23:00:00,15.7,80.0,475.44,47.544
2019-09-25 00:00:00,15.5,83.0,455.28,45.528
2019-09-25 01:00:00,15.6,81.0,451.92,45.192
2019-09-25 02:00:00,15.7,81.0,453.6,45.36
2019-09-25 03:00:00,15.7,82.0,455.28,45.528
2019-09-25 04:00:00,15.8,82.0,455.28,45.528
2019-09-25 05:00:00,15.4,86.0,463.68,46.368
2019-09-25 06:00:00,15.4,86.0,451.92,45.192
2019-09-25 07:00:00,15.7,87.0,441.84,44.184
2019-09-25 08:00:00,15.9,84.0,462.0,46.2
2019-09-25 09:00:00,16.2,82.0,458.64,45.864
2019-09-25 10:00:00,16.4,81.0,446.88,44.688
2019-09-25 11:00:00,18.7,70.0,480.48,48.048
2019-09-25 12:00:00,18.2,72.0,485.52,48.552
2019-09-25 13:00:00,18.2,72.0,487.2,48.72
2019-09-25 14:00:00,18.4,71.0,473.76,47.37600000000001
2019-09-25 15:00:00,17.7,79.0,473.76,47.37600000000001
2019-09-25 16:00:00,16.6,88.0,470.4,47.04
2019-09-25 17:00:00,16.5,88.0,460.32,46.032
2019-09-25 18:00:00,16.1,88.0,504.0,50.4
2019-09-25 19:00:00,15.8,89.0,465.36,46.536
2019-09-25 20:00:00,15.7,89.0,483.84,48.38399999999999
2019-09-25 21:00:00,15.4,90.0,475.44,47.544
2019-09-25 22:00:00,15.5,90.0,470.4,47.04
2019-09-25 23:00:00,15.6,90.0,470.4,47.04
2019-09-26 00:00:00,15.5,90.0,462.0,46.2
2019-09-26 01:00:00,15.5,91.0,463.68,46.368
2019-09-26 02:00:00,15.2,91.0,462.0,46.2
2019-09-26 03:00:00,15.0,91.0,465.36,46.536
2019-09-26 04:00:00,15.0,91.0,467.04,46.70399999999999
2019-09-26 05:00:00,15.0,91.0,446.88,44.688
2019-09-26 06:00:00,14.9,91.0,445.2,44.52
2019-09-26 07:00:00,15.2,91.0,443.52,44.352
2019-09-26 08:00:00,15.4,91.0,448.56,44.856
2019-09-26 09:00:00,15.3,90.0,441.84,44.184
2019-09-26 10:00:00,16.1,89.0,460.32,46.032
2019-09-26 11:00:00,16.5,86.0,456.96,45.69600000000001
2019-09-26 12:00:00,17.4,79.0,475.44,47.544
2019-09-26 13:00:00,18.1,77.0,473.76,47.37600000000001
2019-09-26 14:00:00,19.4,72.0,451.92,45.192
2019-09-26 15:00:00,19.0,71.0,450.24,45.024
2019-09-26 16:00:00,19.2,71.0,460.32,46.032
2019-09-26 17:00:00,18.6,74.0,456.96,45.69600000000001
2019-09-26 18:00:00,18.0,77.0,500.64,50.06399999999999
2019-09-26 19:00:00,17.5,82.0,487.2,48.72
2019-09-26 20:00:00,17.0,83.0,485.52,48.552
2019-09-26 21:00:00,16.3,85.0,478.8,47.88
2019-09-26 22:00:00,16.4,85.0,473.76,47.37600000000001
2019-09-26 23:00:00,16.1,85.0,468.72,46.872
2019-09-27 00:00:00,15.7,87.0,483.84,48.38399999999999
2019-09-27 01:00:00,14.9,88.0,463.68,46.368
2019-09-27 02:00:00,15.1,89.0,472.08,47.208
2019-09-27 03:00:00,14.7,89.0,467.04,46.70399999999999
2019-09-27 04:00:00,14.5,90.0,480.48,48.048
2019-09-27 05:00:00,14.3,91.0,478.8,47.88
2019-09-27 06:00:00,14.4,91.0,456.96,45.69600000000001
2019-09-27 07:00:00,15.2,90.0,455.28,45.528
2019-09-27 08:00:00,15.2,84.0,470.4,47.04
2019-09-27 09:00:00,18.6,66.0,460.32,46.032
2019-09-27 10:00:00,19.8,59.0,462.0,46.2
2019-09-27 11:00:00,19.8,61.0,440.16,44.01600000000001
2019-09-27 12:00:00,19.9,59.0,613.2,61.32
2019-09-27 13:00:00,21.7,53.0,705.6,70.56
2019-09-27 14:00:00,22.7,48.0,698.88,69.888
2019-09-27 15:00:00,21.6,48.0,688.8,68.88
2019-09-27 16:00:00,19.6,55.0,697.2,69.72
2019-09-27 17:00:00,18.3,65.0,695.52,69.55199999999999
2019-09-27 18:00:00,16.7,73.0,703.92,70.392
2019-09-27 19:00:00,15.1,83.0,688.8,68.88
2019-09-27 20:00:00,15.4,77.0,685.44,68.544
2019-09-27 21:00:00,15.3,77.0,673.68,67.368
2019-09-27 22:00:00,15.3,77.0,678.72,67.872
2019-09-27 23:00:00,15.2,77.0,656.88,65.688
2019-09-28 00:00:00,15.1,80.0,635.04,63.504
2019-09-28 01:00:00,15.1,79.0,636.72,63.672
2019-09-28 02:00:00,15.0,78.0,635.04,63.504
2019-09-28 03:00:00,14.9,79.0,596.4,59.64
2019-09-28 04:00:00,15.0,79.0,608.16,60.816
2019-09-28 05:00:00,15.0,80.0,594.72,59.472
2019-09-28 06:00:00,15.1,82.0,603.12,60.312
2019-09-28 07:00:00,15.3,76.0,564.48,56.448
2019-09-28 08:00:00,15.9,74.0,574.56,57.456
2019-09-28 09:00:00,15.5,79.0,564.48,56.448
2019-09-28 10:00:00,17.2,70.0,475.44,47.544
2019-09-28 11:00:00,17.7,64.0,477.12,47.712
2019-09-28 12:00:00,18.4,66.0,475.44,47.544
2019-09-28 13:00:00,18.8,62.0,467.04,46.70399999999999
2019-09-28 14:00:00,17.3,72.0,483.84,48.38399999999999
2019-09-28 15:00:00,15.9,77.0,473.76,47.37600000000001
2019-09-28 16:00:00,15.7,77.0,467.04,46.70399999999999
2019-09-28 17:00:00,15.3,77.0,470.4,47.04
2019-09-28 18:00:00,15.0,79.0,492.24,49.224
2019-09-28 19:00:00,15.0,80.0,492.24,49.224
2019-09-28 20:00:00,15.1,79.0,465.36,46.536
2019-09-28 21:00:00,14.7,79.0,463.68,46.368
2019-09-28 22:00:00,14.6,79.0,482.16,48.216
2019-09-28 23:00:00,14.2,79.0,463.68,46.368
2019-09-29 00:00:00,13.6,82.0,463.68,46.368
2019-09-29 01:00:00,13.6,83.0,467.04,46.70399999999999
2019-09-29 02:00:00,14.0,81.0,470.4,47.04
2019-09-29 03:00:00,13.8,82.0,463.68,46.368
2019-09-29 04:00:00,14.0,82.0,470.4,47.04
2019-09-29 05:00:00,14.3,82.0,468.72,46.872
2019-09-29 06:00:00,14.1,83.0,470.4,47.04
2019-09-29 07:00:00,14.4,83.0,431.76,43.176
2019-09-29 08:00:00,15.2,78.0,435.12,43.512
2019-09-29 09:00:00,17.6,72.0,443.52,44.352
2019-09-29 10:00:00,19.0,62.0,463.68,46.368
2019-09-29 11:00:00,20.8,59.0,451.92,45.192
2019-09-29 12:00:00,22.5,53.0,509.04,50.904
2019-09-29 13:00:00,24.7,35.0,510.72,51.072
2019-09-29 14:00:00,25.6,30.0,504.0,50.4
2019-09-29 15:00:00,25.0,34.0,509.04,50.904
2019-09-29 16:00:00,25.1,38.0,488.88,48.88800000000001
2019-09-29 17:00:00,22.4,51.0,510.72,51.072
2019-09-29 18:00:00,18.8,65.0,520.8,52.08
2019-09-29 19:00:00,17.2,72.0,458.64,45.864
2019-09-29 20:00:00,16.4,75.0,455.28,45.528
2019-09-29 21:00:00,15.9,78.0,465.36,46.536
2019-09-29 22:00:00,15.4,79.0,463.68,46.368
2019-09-29 23:00:00,15.5,78.0,458.64,45.864
2019-09-30 00:00:00,15.3,80.0,441.84,44.184
2019-09-30 01:00:00,14.8,81.0,451.92,45.192
2019-09-30 02:00:00,14.4,82.0,453.6,45.36
2019-09-30 03:00:00,14.3,84.0,446.88,44.688
2019-09-30 04:00:00,14.5,83.0,453.6,45.36
2019-09-30 05:00:00,14.8,83.0,458.64,45.864
2019-09-30 06:00:00,14.7,83.0,463.68,46.368
2019-09-30 07:00:00,15.5,79.0,440.16,44.01600000000001
2019-09-30 08:00:00,17.1,72.0,485.52,48.552
2019-09-30 09:00:00,19.3,62.0,8.4,0.84
2019-09-30 10:00:00,20.9,57.0,487.2,48.72
2019-09-30 11:00:00,23.3,47.0,485.52,48.552
2019-09-30 12:00:00,25.9,31.0,495.6,49.56
2019-09-30 13:00:00,26.6,31.0,509.04,50.904
2019-09-30 14:00:00,26.9,22.0,504.0,50.4
2019-09-30 15:00:00,28.6,21.0,502.32,50.232
2019-09-30 16:00:00,24.2,49.0,478.8,47.88
2019-09-30 17:00:00,23.5,55.0,502.32,50.232
2019-09-30 18:00:00,21.1,59.0,537.6,53.76
2019-09-30 19:00:00,19.3,69.0,734.16,73.416
2019-09-30 20:00:00,17.8,76.0,707.28,70.72800000000002
2019-09-30 21:00:00,18.0,73.0,675.36,67.536
2019-09-30 22:00:00,17.5,74.0,698.88,69.888
2019-09-30 23:00:00,17.0,78.0,692.16,69.21600000000001
2019-10-01 00:00:00,16.4,77.0,675.36,67.536
2019-10-01 01:00:00,15.9,80.0,677.04,67.704
2019-10-01 02:00:00,16.4,80.0,690.48,69.048
2019-10-01 03:00:00,16.2,81.0,690.48,69.048
2019-10-01 04:00:00,16.6,79.0,678.72,67.872
2019-10-01 05:00:00,16.4,81.0,687.12,68.712
2019-10-01 06:00:00,16.5,80.0,682.08,68.208
2019-10-01 07:00:00,17.6,77.0,677.04,67.704
2019-10-01 08:00:00,18.2,72.0,715.68,71.568
2019-10-01 09:00:00,20.7,64.0,697.2,69.72
2019-10-01 10:00:00,23.7,51.0,719.04,71.904
2019-10-01 11:00:00,26.9,43.0,729.12,72.91199999999998
2019-10-01 12:00:00,27.9,37.0,745.92,74.592
2019-10-01 13:00:00,30.1,29.0,761.04,76.104
2019-10-01 14:00:00,31.3,22.0,776.16,77.616
2019-10-01 15:00:00,32.1,20.0,771.12,77.112
2019-10-01 16:00:00,32.0,19.0,761.04,76.104
2019-10-01 17:00:00,28.0,41.0,794.64,79.464
2019-10-01 18:00:00,25.2,52.0,866.88,86.68799999999997
2019-10-01 19:00:00,23.7,59.0,796.32,79.632
2019-10-01 20:00:00,23.1,62.0,781.2,78.12
2019-10-01 21:00:00,23.0,49.0,759.36,75.936
2019-10-01 22:00:00,22.2,54.0,724.08,72.408
2019-10-01 23:00:00,21.7,60.0,695.52,69.55199999999999
2019-10-02 00:00:00,20.7,57.0,682.08,68.208
2019-10-02 01:00:00,20.5,64.0,685.44,68.544
2019-10-02 02:00:00,19.6,68.0,672.0,67.2
2019-10-02 03:00:00,19.2,70.0,668.64,66.86399999999999
2019-10-02 04:00:00,18.5,73.0,655.2,65.52
2019-10-02 05:00:00,18.1,75.0,626.64,62.664
2019-10-02 06:00:00,17.8,77.0,609.84,60.984
2019-10-02 07:00:00,19.7,71.0,609.84,60.984
2019-10-02 08:00:00,21.0,65.0,640.08,64.008
2019-10-02 09:00:00,23.9,54.0,648.48,64.848
2019-10-02 10:00:00,26.9,45.0,520.8,52.08
2019-10-02 11:00:00,29.7,37.0,537.6,53.76
2019-10-02 12:00:00,31.9,25.0,756.0,75.6
2019-10-02 13:00:00,32.5,22.0,910.56,91.056
2019-10-02 14:00:00,34.0,22.0,920.64,92.064
2019-10-02 15:00:00,35.1,17.0,922.32,92.232
2019-10-02 16:00:00,32.5,27.0,851.76,85.176
2019-10-02 17:00:00,31.2,28.0,900.48,90.04799999999999
2019-10-02 18:00:00,29.0,26.0,841.68,84.16799999999998
2019-10-02 19:00:00,27.8,24.0,799.68,79.968
2019-10-02 20:00:00,26.1,30.0,821.52,82.152
2019-10-02 21:00:00,24.6,41.0,754.32,75.432
2019-10-02 22:00:00,24.5,39.0,744.24,74.42399999999998
2019-10-02 23:00:00,23.3,44.0,722.4,72.24
2019-10-03 00:00:00,22.2,48.0,640.08,64.008
2019-10-03 01:00:00,22.0,48.0,619.92,61.992
2019-10-03 02:00:00,21.3,51.0,618.24,61.824
2019-10-03 03:00:00,20.8,55.0,619.92,61.992
2019-10-03 04:00:00,20.4,60.0,609.84,60.984
2019-10-03 05:00:00,19.9,63.0,608.16,60.816
2019-10-03 06:00:00,19.7,65.0,609.84,60.984
2019-10-03 07:00:00,19.0,78.0,628.32,62.832
2019-10-03 08:00:00,19.2,70.0,599.76,59.976000000000006
2019-10-03 09:00:00,20.7,61.0,781.2,78.12
2019-10-03 10:00:00,23.3,47.0,762.72,76.27199999999998
2019-10-03 11:00:00,24.1,42.0,782.88,78.288
2019-10-03 12:00:00,26.1,32.0,840.0,84.0
2019-10-03 13:00:00,26.9,30.0,826.56,82.656
2019-10-03 14:00:00,27.9,22.0,836.64,83.664
2019-10-03 15:00:00,27.1,24.0,819.84,81.984
2019-10-03 16:00:00,24.5,40.0,814.8,81.48
2019-10-03 17:00:00,21.6,51.0,754.32,75.432
2019-10-03 18:00:00,19.1,57.0,771.12,77.112
2019-10-03 19:00:00,17.9,66.0,750.96,75.096
2019-10-03 20:00:00,17.1,69.0,715.68,71.568
2019-10-03 21:00:00,17.2,70.0,703.92,70.392
2019-10-03 22:00:00,17.4,71.0,703.92,70.392
2019-10-03 23:00:00,17.2,73.0,675.36,67.536
2019-10-04 00:00:00,17.5,71.0,668.64,66.86399999999999
2019-10-04 01:00:00,16.9,72.0,596.4,59.64
2019-10-04 02:00:00,16.6,73.0,613.2,61.32
2019-10-04 03:00:00,16.7,74.0,599.76,59.976000000000006
2019-10-04 04:00:00,16.1,76.0,591.36,59.136
2019-10-04 05:00:00,16.3,76.0,572.88,57.288
2019-10-04 06:00:00,16.6,74.0,582.96,58.29600000000001
2019-10-04 07:00:00,17.0,74.0,579.6,57.96
2019-10-04 08:00:00,19.1,67.0,658.56,65.85600000000001
2019-10-04 09:00:00,22.0,57.0,697.2,69.72
2019-10-04 10:00:00,23.4,50.0,742.56,74.256
2019-10-04 11:00:00,24.9,45.0,761.04,76.104
2019-10-04 12:00:00,27.5,38.0,677.04,67.704
2019-10-04 13:00:00,29.5,31.0,873.6,87.36
2019-10-04 14:00:00,29.5,26.0,871.92,87.19200000000002
2019-10-04 15:00:00,31.5,23.0,866.88,86.68799999999997
2019-10-04 16:00:00,30.7,23.0,801.36,80.13600000000002
2019-10-04 17:00:00,27.2,45.0,789.6,78.96
2019-10-04 18:00:00,22.7,59.0,851.76,85.176
2019-10-04 19:00:00,20.7,69.0,833.28,83.32799999999997
2019-10-04 20:00:00,20.1,71.0,784.56,78.456
2019-10-04 21:00:00,19.3,73.0,784.56,78.456
